cluster_id,h3_cell,lat,lon,violation_count,police_station,primary_violation,heavy_pct,repeat_pct,junction_pct,top_hours,spillover_index,persistence_index,zone_risk_index,zone_type,active_days,burst_days,petrol_pump_reduction,petrol_pump_new_risk,location_sample
255,8960145b34fffff,13.018521,77.558295,216,Yeshwanthpura,NO PARKING,6.9,14.8,0.0,"[2, 23, 20]",2.22,3.8,3.71,SEMI-CHRONIC,57,2,25,3.26,"CV Raman Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-56"
407,89618920933ffff,12.931489,77.692841,115,HAL Old Airport,PARKING IN A MAIN ROAD,10.4,28.7,0.0,"[5, 23, 21]",3.95,0.87,3.7,SPORADIC,13,1,13,3.26,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru,"
700,8960145b637ffff,12.996968,77.584665,44,High ground,WRONG PARKING,0.0,22.7,100.0,"[4, 5, 3]",1.85,1.27,3.7,SPORADIC,19,2,5,3.26,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
1059,8961892e9b3ffff,12.976514,77.608857,19,Shivajinagar,WRONG PARKING,31.6,15.8,78.9,"[7, 4, 6]",3.97,0.8,3.7,SPORADIC,12,1,2,3.26,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Ka"
684,8960145a653ffff,12.954004,77.571772,47,V.V.Puram (C.Pet),NO PARKING,2.1,8.5,100.0,"[21, 22, 7]",3.58,0.8,3.69,SPORADIC,12,1,5,3.25,"Pampa Mahakavi Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. "
667,89618920bcfffff,12.956602,77.709104,49,HAL Old Airport,WRONG PARKING,81.6,6.1,0.0,"[21, 20, 1]",2.55,0.73,3.69,SPORADIC,11,1,5,3.25,"HAL Airport Road, Purva Riviera, Marathahalli, Bengaluru, Karnataka. Pin-560037 "
460,8960145b4d7ffff,12.975829,77.598846,94,Cubbon Park,WRONG PARKING,2.1,22.3,23.4,"[0, 3, 2]",4.23,1.33,3.68,SPORADIC,20,1,11,3.24,"Sri ML Subbaraju Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnatak"
571,89618924473ffff,12.879233,77.645691,63,Hulimavu,WRONG PARKING,15.9,36.5,0.0,"[21, 22, 1]",3.84,1.33,3.68,SPORADIC,20,2,7,3.24,"2nd Main Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalo"
592,89618925d03ffff,12.917873,77.596928,60,Jayanagara,WRONG PARKING,3.3,11.7,100.0,"[21, 3, 20]",2.24,0.67,3.67,SPORADIC,10,0,7,3.23,"East End A Main Road, Corporation Colony, Block 9, Jayanagar, Bengaluru, Karnata"
193,8961892738fffff,12.898995,77.675422,313,Bellandur,WRONG PARKING,1.9,8.0,0.0,"[5, 7, 6]",1.7,4.47,3.67,SEMI-CHRONIC,67,5,37,3.23,"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Kar"
925,8960145b0dbffff,12.995644,77.584725,25,High ground,NO PARKING,0.0,20.0,100.0,"[2, 4, 1]",3.99,1.0,3.67,SPORADIC,15,1,3,3.23,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
504,8960145b563ffff,12.978974,77.564414,77,Magadi Road,PARKING ON FOOTPATH,0.0,0.0,100.0,"[6, 5, 4]",2.95,1.2,3.66,SPORADIC,18,1,9,3.22,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
581,89618924463ffff,12.881256,77.644549,61,Hulimavu,WRONG PARKING,9.8,54.1,0.0,"[21, 0, 22]",2.02,1.33,3.66,SPORADIC,20,2,7,3.22,"Hosur Road, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
269,8961892c997ffff,13.027623,77.586017,201,R.T. Nagar,WRONG PARKING,8.0,4.5,0.0,"[3, 22, 21]",2.9,4.53,3.66,SEMI-CHRONIC,68,4,24,3.22,"CBI Main Road, CBI Quarters, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-"
681,8960145b47bffff,12.986319,77.588894,47,High ground,WRONG PARKING,2.1,0.0,100.0,"[2, 23, 19]",3.87,1.8,3.66,SPORADIC,27,1,5,3.22,"Palace Road, Prestige Trade Tower, Vasant Nagar, Bengaluru, Karnataka. Pin-56000"
907,8960145b453ffff,12.983324,77.597413,26,Shivajinagar,WRONG PARKING,7.7,15.4,100.0,"[3, 2, 4]",3.5,1.2,3.66,SPORADIC,18,1,3,3.22,"Infantry Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin"
306,896189240cbffff,12.891335,77.638834,173,HSR Layout,WRONG PARKING,7.5,21.4,0.0,"[0, 5, 23]",2.61,2.4,3.66,SPORADIC,36,3,20,3.22,"Electronics City Flyover, Krishna Reddy Industrial Area, Garvebhavi Palya, Benga"
736,8961892db67ffff,13.119937,77.610095,41,Yelahanka,WRONG PARKING,85.4,2.4,0.0,"[22, 21, 23]",2.98,0.67,3.65,SPORADIC,10,1,4,3.21,"1st Main Road, Adithya Tranquil, Jayamuni Nagar, Yelahanka, Bengaluru, Karnataka"
232,8961892ebb7ffff,12.997169,77.610815,250,Pulikeshinagar(F.Town),WRONG PARKING,1.2,12.0,0.0,"[21, 22, 5]",3.12,2.6,3.65,SPORADIC,39,1,30,3.21,"2nd Cross Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 ("
355,8961892e287ffff,13.007771,77.696967,141,K.R. Pura,PARKING IN A MAIN ROAD,31.9,11.3,0.0,"[18, 6, 17]",2.67,1.53,3.65,SPORADIC,23,1,16,3.21,"1st Cross Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 "
670,8960145b33bffff,13.010692,77.551655,48,Malleshwaram,WRONG PARKING,12.5,14.6,68.8,"[5, 0, 23]",2.62,2.07,3.64,SPORADIC,31,2,5,3.2,"80 Feet Ring Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-5600"
301,8961892ed0fffff,12.972937,77.625966,175,Halasur,NO PARKING,1.7,13.1,0.0,"[22, 2, 23]",2.82,4.33,3.64,SEMI-CHRONIC,65,5,21,3.2,"Cambridge Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (Indi"
774,896189244c7ffff,12.872032,77.653952,37,Electronic City,WRONG PARKING,10.8,56.8,0.0,"[1, 7, 21]",3.58,0.53,3.64,SPORADIC,8,1,4,3.2,"Parappana Agrahara Main Road, Channakeshava Nagar, Singasandra, Bengaluru, Karna"
225,8960145b26bffff,13.027694,77.574947,258,Sadashivanagar,WRONG PARKING,1.9,10.9,0.0,"[5, 6, 7]",2.19,3.87,3.64,SEMI-CHRONIC,58,4,30,3.2,"80 Feet Road, Cabinet Layout, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-5"
588,8961892428fffff,12.906189,77.637889,60,HSR Layout,WRONG PARKING,58.3,6.7,0.0,"[23, 0, 5]",2.8,2.2,3.63,SPORADIC,33,1,7,3.19,"Electronics City Flyover, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-56"
343,8960145b053ffff,12.998236,77.581699,146,Sheshadripuram,NO PARKING,3.4,33.6,0.0,"[3, 5, 21]",2.23,1.67,3.63,SPORADIC,25,1,17,3.19,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020"
220,8961892cb93ffff,13.050503,77.593079,267,Kodigehalli,WRONG PARKING,6.4,8.6,0.0,"[20, 21, 6]",1.8,3.93,3.63,SEMI-CHRONIC,59,2,32,3.19,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (I"
481,89601458627ffff,13.000025,77.525163,86,Rajajinagar,NO PARKING,24.4,25.6,0.0,"[5, 6, 4]",2.96,1.53,3.63,SPORADIC,23,1,10,3.19,"2nd A Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (I"
468,89618925c2fffff,12.927884,77.609178,91,Mico Layout,PARKING IN A MAIN ROAD,37.4,6.6,0.0,"[21, 5, 6]",2.92,3.07,3.62,SEMI-CHRONIC,46,4,10,3.19,"Thavarekere Main Road, Chikka Adugodi, Sadduguntepalya, Bengaluru, Karnataka. Pi"
426,89618924a4bffff,12.922153,77.580691,106,Jayanagara,NO PARKING,0.9,2.8,100.0,"[23, 6, 5]",1.39,0.87,3.62,SPORADIC,13,1,12,3.19,"4th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
302,8960169052bffff,13.183528,77.682858,175,Chikkajala,WRONG PARKING,4.0,20.0,0.0,"[23, 22, 21]",2.74,2.53,3.62,SPORADIC,38,2,21,3.19,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
850,896189258cfffff,12.943214,77.607978,30,Adugodi,NO PARKING,10.0,13.3,100.0,"[2, 1, 3]",3.02,0.93,3.62,SPORADIC,14,1,3,3.19,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)"
242,89618920b73ffff,12.960622,77.701593,231,HAL Old Airport,NO PARKING,3.0,7.8,0.0,"[5, 6, 4]",2.5,4.13,3.62,SEMI-CHRONIC,62,4,27,3.19,"Outer Ring Road, Vanshree Richfields, Anand Nagar, Marathahalli, Bengaluru, Karn"
751,89618925bb7ffff,12.945403,77.579975,39,Basavanagudi,NO PARKING,0.0,20.5,100.0,"[5, 0, 4]",2.47,0.6,3.62,SPORADIC,9,1,4,3.19,"RV Road, Teachers College Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004"
757,89618925bcfffff,12.957729,77.592701,38,Wilson Garden,NO PARKING,2.6,7.9,100.0,"[23, 4, 5]",3.12,1.8,3.61,SPORADIC,27,3,4,3.18,"KH Road, Annipura, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
717,8960145a397ffff,12.945838,77.52976,43,Byatarayanapura,NO PARKING,14.0,0.0,100.0,"[19, 1, 18]",2.88,1.4,3.61,SPORADIC,21,1,5,3.18,"Mysore Road, Joythi Nagar, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560039 (I"
836,89618920b1bffff,12.956584,77.708132,31,HAL Old Airport,WRONG PARKING,96.8,12.9,0.0,"[20, 21, 2]",1.13,0.53,3.6,SPORADIC,8,0,3,3.17,"HAL Airport Road, Purva Riviera, Marathahalli, Bengaluru, Karnataka. Pin-560037 "
644,8960145a2b3ffff,12.955398,77.545732,52,Byatarayanapura,NO PARKING,9.6,0.0,100.0,"[22, 0, 4]",2.73,1.33,3.6,SPORADIC,20,1,6,3.17,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-56002"
497,89618925437ffff,12.922424,77.668902,81,Bellandur,NO PARKING,48.1,2.5,0.0,"[23, 0, 22]",3.11,2.33,3.6,SPORADIC,35,2,9,3.17,"Outer Ring Road, Prestige Ferns Galaxy, Bellandur Gate, Bellandur, Bengaluru, Ka"
164,89601696683ffff,13.097126,77.599609,371,Yelahanka,NO PARKING,3.2,10.8,0.0,"[20, 19, 21]",1.01,3.2,3.59,SEMI-CHRONIC,48,3,44,3.16,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 ("
618,89601458697ffff,12.990809,77.538192,55,Vijayanagara,WRONG PARKING,1.8,7.3,100.0,"[5, 4, 23]",2.22,1.4,3.59,SPORADIC,21,1,6,3.16,"80 Feet Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-5600"
320,89601690577ffff,13.184076,77.686369,161,Chikkajala,WRONG PARKING,2.5,11.2,0.0,"[23, 22, 21]",4.38,2.2,3.59,SPORADIC,33,2,19,3.16,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (Indi"
756,8960145b457ffff,12.982438,77.594961,38,Cubbon Park,NO PARKING,5.3,7.9,100.0,"[2, 0, 3]",2.79,1.53,3.58,SPORADIC,23,2,4,3.15,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-56"
287,896014594b7ffff,13.019344,77.557061,185,Yeshwanthpura,WRONG PARKING,0.5,16.8,0.0,"[22, 2, 23]",3.24,2.27,3.58,SPORADIC,34,1,22,3.15,"Subedar Chatram Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka."
635,8961892447bffff,12.880958,77.645455,53,Electronic City,WRONG PARKING,22.6,37.7,0.0,"[21, 22, 7]",2.83,1.4,3.58,SPORADIC,21,2,6,3.15,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
589,89618925ddbffff,12.920058,77.610394,60,Mico Layout,WRONG PARKING,10.0,8.3,100.0,"[8, 6, 5]",0.8,1.6,3.58,SPORADIC,24,2,7,3.15,"16th Main Road, Gundutopu Garden, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-"
732,896189258d7ffff,12.937488,77.610623,41,Adugodi,WRONG PARKING,9.8,2.4,92.7,"[8, 6, 0]",3.69,0.93,3.57,SPORADIC,14,1,4,3.14,"Hosur Road, Vaishnavi Silicon Terraces, Block 7, Koramangala, Bengaluru, Karnata"
254,8961892ec27ffff,12.978071,77.638542,217,Jeevanbheemanagar,NO PARKING,2.3,11.5,0.0,"[4, 3, 21]",2.72,2.87,3.56,SPORADIC,43,1,26,3.13,"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-"
361,896014598cbffff,13.049525,77.495793,137,Chikkabanavara,WRONG PARKING,20.4,8.8,0.0,"[5, 20, 6]",1.91,4.0,3.55,SEMI-CHRONIC,60,6,16,3.12,"Rukmini Nagara, Dodda Bidarakallu, Bengaluru West City Corporation, Bengaluru, B"
217,8960145a13bffff,12.935794,77.517804,281,Byatarayanapura,WRONG PARKING,6.0,2.5,0.0,"[5, 2, 7]",2.36,3.33,3.55,SEMI-CHRONIC,50,4,33,3.12,"Mysore Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (Ind"
386,8960145b673ffff,13.006162,77.593164,123,R.T. Nagar,NO PARKING,5.7,12.2,0.0,"[3, 7, 22]",3.66,3.47,3.55,SEMI-CHRONIC,52,3,14,3.12,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 "
205,89618924ccfffff,12.876241,77.595421,294,Hulimavu,NO PARKING,2.0,6.8,0.0,"[7, 6, 8]",1.97,3.33,3.54,SEMI-CHRONIC,50,2,35,3.12,"Bannerghatta Main Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pi"
248,8960145a687ffff,12.940686,77.5665,223,Basavanagudi,NO PARKING,0.9,6.3,0.0,"[22, 23, 1]",3.01,3.4,3.54,SPORADIC,51,3,26,3.12,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 ("
508,89618924b63ffff,12.911145,77.551727,76,K.S. Layout,PARKING IN A MAIN ROAD,47.4,0.0,0.0,"[6, 7, 5]",3.35,2.33,3.54,SPORADIC,35,3,9,3.12,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karna"
185,8960145a323ffff,12.956629,77.518697,327,Byatarayanapura,WRONG PARKING,0.6,2.8,0.0,"[6, 7, 5]",2.24,3.47,3.54,SEMI-CHRONIC,52,1,39,3.12,"6th Cross Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (Ind"
806,89618925a2fffff,12.96546,77.596552,34,Ashok Nagar,NO PARKING,11.8,8.8,100.0,"[0, 7, 8]",2.29,1.27,3.54,SPORADIC,19,1,4,3.12,"Richmond Road, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-56000"
721,8960145a643ffff,12.956829,77.569011,43,V.V.Puram (C.Pet),NO PARKING,2.3,0.0,100.0,"[4, 0, 2]",3.35,1.73,3.54,SPORADIC,26,1,5,3.12,"Kavi Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-56"
698,896014584c3ffff,12.979189,77.540271,45,Magadi Road,WRONG PARKING,6.7,2.2,100.0,"[5, 21, 22]",2.6,1.53,3.54,SPORADIC,23,1,5,3.12,"G Narayana Kumar Road, VR Block, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 "
317,8961892c9cfffff,13.04012,77.589657,163,Kodigehalli,WRONG PARKING,11.0,11.7,0.0,"[23, 2, 5]",1.96,3.8,3.53,SEMI-CHRONIC,57,4,19,3.11,"Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin"
348,89601458587ffff,12.961193,77.511446,142,Jnanabharathi,NO PARKING,4.2,10.6,0.0,"[7, 6, 5]",2.4,4.87,3.52,SEMI-CHRONIC,73,6,17,3.1,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnata"
210,89618924823ffff,12.888723,77.562886,286,Thalagattapura,NO PARKING,0.7,1.7,0.0,"[5, 6, 7]",2.08,4.33,3.52,SEMI-CHRONIC,65,5,34,3.1,"Canara Bank Cross Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka."
482,89618925b37ffff,12.951806,77.576915,86,V.V.Puram (C.Pet),WRONG PARKING,0.0,1.2,100.0,"[8, 6, 7]",1.26,1.47,3.51,SPORADIC,22,1,10,3.09,"Sajjan Rao Circle, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004"
772,89601458683ffff,12.993479,77.539118,37,Vijayanagara,WRONG PARKING,0.0,10.8,100.0,"[6, 23, 5]",2.85,1.07,3.51,SPORADIC,16,1,4,3.09,"Dr Siddaiah Puranik Marg, Sri Ganapati Nagar, Basaveshwara Nagar, Bengaluru, Kar"
299,8961892735bffff,12.912447,77.680977,177,Bellandur,NO PARKING,2.8,4.0,0.0,"[4, 3, 5]",3.02,4.33,3.51,SEMI-CHRONIC,65,3,21,3.09,"Sarjapura Main Road, Jain Heights, Kaikondrahalli, Bengaluru, Karnataka. Pin-560"
336,89601696697ffff,13.096124,77.600146,151,Yelahanka,WRONG PARKING,19.2,5.3,0.0,"[21, 20, 19]",2.79,2.67,3.5,SPORADIC,40,1,18,3.08,"Jakkur Main Road, Century Breeze, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 "
402,8961892e963ffff,12.993606,77.607923,118,Pulikeshinagar(F.Town),NO PARKING,5.9,20.3,0.0,"[21, 22, 23]",2.54,3.13,3.5,SEMI-CHRONIC,47,3,14,3.08,"Netaji Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-56005"
569,89618924a77ffff,12.915994,77.57288,63,K.S. Layout,NO PARKING,1.6,3.2,77.8,"[6, 20, 0]",2.87,1.73,3.48,SPORADIC,26,2,7,3.06,"Subramanyapura Road, Sarbandapalya, Banashankari Stage 2, Bengaluru, Karnataka. "
535,8961892cc43ffff,13.037425,77.625323,69,K.G. Halli,NO PARKING,27.5,21.7,0.0,"[21, 22, 6]",2.93,1.4,3.48,SPORADIC,21,1,8,3.06,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (I"
846,89618925a3bffff,12.963429,77.601438,30,Ashok Nagar,NO PARKING,10.0,0.0,100.0,"[20, 1, 22]",4.09,0.6,3.48,SPORADIC,9,0,3,3.06,"Alexander Road, Sky Gardens, Richmond Town, Bengaluru, Karnataka. Pin-560025 (In"
848,8960145a143ffff,12.942036,77.525459,30,Byatarayanapura,WRONG PARKING,40.0,6.7,66.7,"[5, 6, 0]",2.13,1.0,3.48,SPORADIC,15,1,3,3.06,"Mysore Road, Apple Spire, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)"
652,89618925bc3ffff,12.954851,77.593246,51,Wilson Garden,NO PARKING,3.9,2.0,100.0,"[3, 2, 1]",2.05,1.67,3.48,SPORADIC,25,3,6,3.06,"BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (I"
285,8960145950bffff,13.027782,77.54211,186,Yeshwanthpura,NO PARKING,1.6,25.3,0.0,"[5, 3, 6]",1.48,2.07,3.48,SPORADIC,31,2,22,3.06,"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengalu"
768,8960145b577ffff,12.975967,77.564379,37,Magadi Road,WRONG PARKING,5.4,2.7,100.0,"[22, 5, 21]",2.98,1.47,3.48,SPORADIC,22,1,4,3.06,"1st Cross Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)"
366,8961892ed4fffff,12.980476,77.629729,134,Halasur,NO PARKING,8.2,26.9,0.0,"[2, 3, 4]",2.01,1.47,3.48,SPORADIC,22,2,16,3.06,"Old Madras Road, Laxmana Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (Ind"
500,89618925c8bffff,12.922553,77.622644,79,Madiwala,NO PARKING,0.0,3.8,100.0,"[19, 20, 23]",1.11,1.27,3.48,SPORADIC,19,2,9,3.06,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560"
271,8961892ecb3ffff,12.969499,77.647733,197,Jeevanbheemanagar,NO PARKING,0.5,9.6,0.0,"[4, 2, 8]",2.56,3.47,3.48,SPORADIC,52,2,23,3.06,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin"
424,89618925837ffff,12.938269,77.592626,106,Wilson Garden,NO PARKING,4.7,26.4,0.0,"[3, 2, 4]",1.29,4.27,3.47,SEMI-CHRONIC,64,5,12,3.05,"8th Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)"
240,8961892ea47ffff,13.022341,77.638442,233,Banaswadi,WRONG PARKING,0.4,1.3,0.0,"[7, 8, 4]",3.31,3.07,3.47,SPORADIC,46,3,27,3.05,"CMR Road, Jahnavi Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)"
883,8961892591bffff,12.933837,77.583956,28,Jayanagara,WRONG PARKING,0.0,0.0,100.0,"[6, 21, 23]",5.28,0.53,3.47,SPORADIC,8,1,3,3.05,"Byrasandra Main Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin"
315,8960145b287ffff,13.00713,77.579102,166,Sadashivanagar,NO PARKING,0.6,12.7,0.0,"[6, 3, 23]",3.04,2.8,3.47,SPORADIC,42,1,19,3.05,"3rd Main Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080"
585,89618925d7bffff,12.927339,77.597108,61,Jayanagara,NO PARKING,1.6,1.6,100.0,"[22, 4, 21]",2.24,0.87,3.47,SPORADIC,13,1,7,3.05,"Tilak Nagar Main Road, SRK Garden, Jayanagar, Bengaluru, Karnataka. Pin-560011 ("
723,8960145862bffff,13.005047,77.528219,42,Rajajinagar,NO PARKING,33.3,26.2,0.0,"[6, 5, 21]",3.43,1.2,3.47,SPORADIC,18,1,5,3.05,"18th Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-5600"
394,8960145b3dbffff,13.008669,77.569247,121,Malleshwaram,WRONG PARKING,2.5,17.4,0.0,"[0, 2, 3]",2.92,3.2,3.46,SEMI-CHRONIC,48,2,14,3.04,"18th Cross Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-56005"
489,8961892e493ffff,12.967438,77.715034,84,HAL Old Airport,WRONG PARKING,39.3,8.3,0.0,"[22, 2, 0]",2.62,1.6,3.45,SPORADIC,24,1,10,3.04,"ITPL Main Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
307,8961892c82fffff,13.04929,77.593321,172,Hebbala,NO PARKING,0.0,25.6,0.0,"[22, 3, 21]",2.02,1.53,3.45,SPORADIC,23,2,20,3.04,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-56"
982,896189258bbffff,12.934806,77.601202,22,Mico Layout,WRONG PARKING,18.2,9.1,100.0,"[2, 22, 0]",2.54,1.0,3.45,SPORADIC,15,1,2,3.04,"Bannerghatta Main Road, Sobha Morzaria Grandeur, Sadduguntepalya, Bengaluru, Kar"
562,8960145b60bffff,13.004227,77.595002,65,R.T. Nagar,WRONG PARKING,12.3,35.4,0.0,"[19, 5, 22]",3.15,0.67,3.45,SPORADIC,10,1,7,3.04,"Jayamahal Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Ext"
582,89618925d17ffff,12.916899,77.59684,61,Jayanagara,NO PARKING,3.3,6.6,100.0,"[22, 3, 2]",0.75,1.6,3.44,SPORADIC,24,1,7,3.03,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pi"
600,8961892586fffff,12.950721,77.59619,58,Wilson Garden,NO PARKING,5.2,5.2,77.6,"[2, 5, 23]",2.27,1.67,3.43,SPORADIC,25,2,6,3.02,"Siddaiah Road, Vinayaka Nagara, Wilson Garden, Hombegowda Nagara, Bengaluru Cent"
654,8961892e3b3ffff,12.998833,77.672902,50,Banaswadi,WRONG PARKING,14.0,34.0,0.0,"[19, 2, 20]",3.11,1.8,3.43,SPORADIC,27,1,6,3.02,"Outer Ring Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 "
738,89618924a1bffff,12.911362,77.578867,40,J.P. Nagar,WRONG PARKING,0.0,2.5,100.0,"[19, 5, 6]",3.57,0.4,3.42,SPORADIC,6,0,4,3.01,"9th Cross Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (I"
586,89618925c37ffff,12.923188,77.60997,61,Mico Layout,PARKING IN A MAIN ROAD,50.8,4.9,0.0,"[21, 7, 5]",2.53,1.87,3.42,SPORADIC,28,3,7,3.01,"1st Main Road, Tavarekere, Bengaluru, Karnataka. Pin-560029 (India)"
333,8961892cb03ffff,13.061073,77.587364,152,Kodigehalli,WRONG PARKING,3.3,5.3,0.0,"[7, 6, 8]",3.41,3.2,3.41,SPORADIC,48,1,18,3.0,"15th Cross Road, Block D, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (Indi"
620,8960145b28bffff,13.011034,77.583609,55,Sadashivanagar,WRONG PARKING,0.0,5.5,98.2,"[6, 2, 23]",1.87,0.93,3.41,SPORADIC,14,1,6,3.0,"10th Main Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru"
716,89618925d1bffff,12.920482,77.600534,43,Mico Layout,NO PARKING,0.0,4.7,100.0,"[6, 22, 21]",2.55,1.07,3.41,SPORADIC,16,1,5,3.0,"Bannerghatta Main Road, Divya Shree Towers, Gurappanapalya, BTM Layout Stage 1, "
286,8960145ae4bffff,12.960907,77.51143,185,Jnanabharathi,NO PARKING,1.6,7.6,0.0,"[7, 6, 5]",1.65,4.53,3.4,SEMI-CHRONIC,68,4,22,2.99,"2nd Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. "
300,89601459e87ffff,13.045346,77.507611,175,Chikkabanavara,WRONG PARKING,5.1,5.7,0.0,"[0, 23, 2]",1.95,4.2,3.4,SEMI-CHRONIC,63,2,21,2.99,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin"
638,8960145b083ffff,12.98588,77.578499,53,High ground,NO PARKING,3.8,0.0,100.0,"[5, 6, 22]",1.53,1.87,3.4,SPORADIC,28,1,6,2.99,"1st Cross Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnata"
