vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL38123,CAR,8,NO PARKING,"Upparpet, Jeevanbheemanagar",2023-11-16,2024-02-28,MAXIMUM,3000,1
FKN00GL5841,FACTORY BUS,8,WRONG PARKING,"Hulimavu, Electronic City",2024-02-01,2024-03-31,MAXIMUM,3000,1
FKN00GL18731,VAN,8,NO PARKING,Upparpet,2023-11-17,2024-03-10,MAXIMUM,3000,1
FKN00GL39777,SCOOTER,8,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-05,2024-03-28,MAXIMUM,3000,1
FKN00GL39865,SCOOTER,8,WRONG PARKING,Shivajinagar,2024-01-12,2024-04-03,MAXIMUM,3000,1
FKN00GL18970,SCOOTER,8,WRONG PARKING,City Market,2024-01-07,2024-04-03,MAXIMUM,3000,1
FKN00GL58073,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-14,2024-03-17,MAXIMUM,3000,1
FKN00GL5804,MOTOR CYCLE,8,WRONG PARKING,Kodigehalli,2023-11-13,2024-04-05,MAXIMUM,3000,1
FKN00GL20300,MOTOR CYCLE,8,NO PARKING,Malleshwaram,2024-02-05,2024-02-05,MAXIMUM,3000,1
FKN00GL36585,MOPED,8,WRONG PARKING,Rajajinagar,2024-02-13,2024-03-30,MAXIMUM,3000,1
FKN00GL36587,SCOOTER,8,WRONG PARKING,Rajajinagar,2024-01-05,2024-02-27,MAXIMUM,3000,1
FKN00GL36196,SCOOTER,8,WRONG PARKING,HSR Layout,2024-02-13,2024-02-13,MAXIMUM,3000,1
FKN00GL36198,SCOOTER,8,WRONG PARKING,HSR Layout,2024-02-13,2024-02-13,MAXIMUM,3000,1
FKN00GL13688,SCOOTER,8,NO PARKING,"Upparpet, City Market",2023-11-12,2024-03-13,MAXIMUM,3000,1
FKN00GL57714,SCOOTER,8,NO PARKING,Jayanagara,2023-12-26,2024-04-05,MAXIMUM,3000,1
FKN00GL108789,PASSENGER AUTO,8,NO PARKING,Upparpet,2023-11-11,2023-12-07,MAXIMUM,3000,1
FKN00GL18535,LGV,8,WRONG PARKING,Upparpet,2023-11-23,2024-01-11,MAXIMUM,3000,1
FKN00GL40495,LGV,8,WRONG PARKING,"Sheshadripuram, Malleshwaram",2023-11-15,2024-04-02,MAXIMUM,3000,1
FKN00GL18682,CAR,8,WRONG PARKING,"Chikkajala, Upparpet",2024-01-10,2024-03-18,MAXIMUM,3000,1
FKN00GL8172,SCOOTER,8,NO PARKING,Upparpet,2024-02-03,2024-02-03,MAXIMUM,3000,1
FKN00GL5769,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-12-15,2024-03-12,MAXIMUM,3000,1
FKN00GL57373,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-11-17,2024-03-28,MAXIMUM,3000,1
FKN00GL57397,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-15,2024-03-01,MAXIMUM,3000,1
FKN00GL8042,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-17,2024-04-08,MAXIMUM,3000,1
FKN00GL80295,LGV,8,NO PARKING,"City Market, Upparpet",2023-11-14,2024-03-07,MAXIMUM,3000,1
FKN00GL57364,SCOOTER,8,NO PARKING,HAL Old Airport,2024-01-01,2024-03-26,MAXIMUM,3000,1
FKN00GL18229,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-15,2024-03-27,MAXIMUM,3000,1
FKN00GL182262,CAR,8,WRONG PARKING,Upparpet,2024-01-04,2024-01-08,MAXIMUM,3000,1
FKN00GL40810,CAR,8,NO PARKING,Malleshwaram,2023-11-14,2024-04-02,MAXIMUM,3000,1
FKN00GL40724,LGV,8,PARKING IN A MAIN ROAD,K.R. Pura,2023-11-12,2024-04-06,MAXIMUM,3000,1
FKN00GL40506,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-21,2024-02-23,MAXIMUM,3000,1
FKN00GL18310,CAR,8,NO PARKING,Malleshwaram,2023-12-27,2024-02-29,MAXIMUM,3000,1
FKN00GL5695,SCOOTER,8,NO PARKING,Vijayanagara,2023-12-18,2024-03-01,MAXIMUM,3000,1
FKN00GL56708,SCOOTER,8,WRONG PARKING,Electronic City,2024-02-23,2024-02-23,MAXIMUM,3000,1
FKN00GL108779,CAR,8,NO PARKING,Shivajinagar,2023-11-14,2023-11-29,MAXIMUM,3000,1
FKN00GL82060,PASSENGER AUTO,8,WRONG PARKING,Shivajinagar,2023-11-16,2024-03-08,MAXIMUM,3000,1
FKN00GL56709,SCOOTER,8,WRONG PARKING,Electronic City,2024-02-23,2024-02-23,MAXIMUM,3000,1
FKN00GL36191,SCOOTER,8,WRONG PARKING,HSR Layout,2024-02-13,2024-02-13,MAXIMUM,3000,1
FKN00GL36194,SCOOTER,8,WRONG PARKING,HSR Layout,2024-02-13,2024-02-13,MAXIMUM,3000,1
FKN00GL36195,MOTOR CYCLE,8,WRONG PARKING,HSR Layout,2024-02-13,2024-02-13,MAXIMUM,3000,1
FKN00GL56693,MOTOR CYCLE,8,NO PARKING,Halasuru Gate,2024-02-23,2024-03-19,MAXIMUM,3000,1
FKN00GL6536,MOTOR CYCLE,8,NO PARKING,Mico Layout,2023-12-17,2024-04-01,MAXIMUM,3000,1
FKN00GL6552,SCOOTER,8,WRONG PARKING,Rajajinagar,2023-12-19,2024-04-06,MAXIMUM,3000,1
FKN00GL110837,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-11-17,2024-01-21,MAXIMUM,3000,1
FKN00GL21713,SCOOTER,8,NO PARKING,Shivajinagar,2024-01-12,2024-03-15,MAXIMUM,3000,1
FKN00GL3425,SCOOTER,8,NO PARKING,Shivajinagar,2023-11-26,2024-03-09,MAXIMUM,3000,1
FKN00GL3427,SCOOTER,8,NO PARKING,HAL Old Airport,2024-02-14,2024-03-28,MAXIMUM,3000,1
FKN00GL102677,SCOOTER,8,NO PARKING,High ground,2023-11-22,2024-01-29,MAXIMUM,3000,1
FKN00GL102681,SCOOTER,8,WRONG PARKING,"High ground, Shivajinagar",2023-11-14,2024-01-29,MAXIMUM,3000,1
FKN00GL102694,MOTOR CYCLE,8,NO PARKING,"Hebbala, Kodigehalli",2023-11-27,2023-12-20,MAXIMUM,3000,1
FKN00GL12774,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-11,2024-03-29,MAXIMUM,3000,1
FKN00GL103054,SCOOTER,8,WRONG PARKING,Rajajinagar,2023-12-04,2023-12-04,MAXIMUM,3000,1
FKN00GL35525,PASSENGER AUTO,8,WRONG PARKING,"Cubbon Park, Malleshwaram, Chamarajpet",2023-11-18,2024-04-04,MAXIMUM,3000,1
FKN00GL21432,MOTOR CYCLE,8,WRONG PARKING,Shivajinagar,2023-11-11,2024-02-06,MAXIMUM,3000,1
FKN00GL93455,MOTOR CYCLE,8,WRONG PARKING,Vijayanagara,2023-11-17,2024-03-01,MAXIMUM,3000,1
FKN00GL8028,CAR,8,WRONG PARKING,"Vijayanagara, Pulikeshinagar(F.Town)",2024-01-16,2024-03-14,MAXIMUM,3000,1
FKN00GL3409,PASSENGER AUTO,8,NO PARKING,"Shivajinagar, Cubbon Park",2023-12-19,2024-04-01,MAXIMUM,3000,1
FKN00GL3398,CAR,8,WRONG PARKING,Vijayanagara,2024-01-16,2024-02-06,MAXIMUM,3000,1
FKN00GL94104,SCOOTER,8,NO PARKING,Shivajinagar,2023-12-14,2024-03-23,MAXIMUM,3000,1
FKN00GL66323,SCOOTER,8,WRONG PARKING,"Shivajinagar, Kodigehalli",2023-11-19,2024-03-01,MAXIMUM,3000,1
FKN00GL12548,MOTOR CYCLE,8,WRONG PARKING,Vijayanagara,2024-01-18,2024-03-16,MAXIMUM,3000,1
FKN00GL66155,LGV,8,NO PARKING,K.G. Halli,2023-12-07,2024-03-03,MAXIMUM,3000,1
FKN00GL12620,SCOOTER,8,WRONG PARKING,"Yelahanka, Shivajinagar",2024-02-04,2024-02-14,MAXIMUM,3000,1
FKN00GL126280,CAR,8,NO PARKING,Yeshwanthpura,2023-11-17,2023-12-28,MAXIMUM,3000,1
FKN00GL18092,SCOOTER,8,NO PARKING,Shivajinagar,2023-12-20,2024-01-29,MAXIMUM,3000,1
FKN00GL4138,MOTOR CYCLE,8,NO PARKING,"Ashok Nagar, Cubbon Park",2023-11-14,2024-02-25,MAXIMUM,3000,1
FKN00GL41127,CAR,8,NO PARKING,Rajajinagar,2024-02-16,2024-04-08,MAXIMUM,3000,1
FKN00GL17813,SCOOTER,8,NO PARKING,HAL Old Airport,2023-12-01,2024-03-06,MAXIMUM,3000,1
FKN00GL17828,SCOOTER,8,NO PARKING,HAL Old Airport,2023-12-27,2024-02-22,MAXIMUM,3000,1
FKN00GL17856,MOTOR CYCLE,8,NO PARKING,HAL Old Airport,2023-11-15,2024-02-14,MAXIMUM,3000,1
FKN00GL56714,SCOOTER,8,WRONG PARKING,Electronic City,2024-02-23,2024-02-23,MAXIMUM,3000,1
FKN00GL56722,MOTOR CYCLE,8,WRONG PARKING,Electronic City,2024-02-23,2024-02-23,MAXIMUM,3000,1
FKN00GL66444,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-15,2024-02-27,MAXIMUM,3000,1
FKN00GL111004,SCOOTER,8,NO PARKING,Upparpet,2023-11-13,2024-01-14,MAXIMUM,3000,1
FKN00GL111071,MOTOR CYCLE,8,NO PARKING,"Jeevanbheemanagar, Banaswadi",2023-12-02,2024-01-05,MAXIMUM,3000,1
FKN00GL1111,CAR,8,NO PARKING,HAL Old Airport,2023-11-15,2024-03-15,MAXIMUM,3000,1
FKN00GL223394,MOTOR CYCLE,8,NO PARKING,Shivajinagar,2024-03-09,2024-03-09,MAXIMUM,3000,1
FKN00GL33487,CAR,8,NO PARKING,Upparpet,2024-02-11,2024-04-01,MAXIMUM,3000,1
FKN00GL79398,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-15,2024-02-24,MAXIMUM,3000,1
FKN00GL124531,MOTOR CYCLE,8,NO PARKING,Jeevanbheemanagar,2023-12-07,2024-01-05,MAXIMUM,3000,1
FKN00GL12440,PASSENGER AUTO,8,WRONG PARKING,City Market,2023-11-16,2024-03-25,MAXIMUM,3000,1
FKN00GL66361,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-14,2024-03-23,MAXIMUM,3000,1
FKN00GL104850,SCOOTER,8,WRONG PARKING,High ground,2023-11-21,2024-01-29,MAXIMUM,3000,1
FKN00GL8962,CAR,8,NO PARKING,"Upparpet, Shivajinagar",2023-11-12,2024-03-21,MAXIMUM,3000,0
FKN00GL82323,MAXI-CAB,8,WRONG PARKING,Rajajinagar,2023-12-06,2024-04-05,MAXIMUM,3000,1
FKN00GL56052,SCOOTER,8,NO PARKING,Rajajinagar,2023-11-12,2024-02-25,MAXIMUM,3000,1
FKN00GL143086,CAR,8,WRONG PARKING,"Chikkajala, Hulimavu, HSR Layout",2023-11-21,2024-02-16,MAXIMUM,3000,1
FKN00GL21825,MOTOR CYCLE,8,NO PARKING,"Vijayanagara, Rajajinagar",2023-11-20,2024-02-18,MAXIMUM,3000,1
FKN00GL3347,CAR,8,WRONG PARKING,Malleshwaram,2023-12-20,2024-03-20,MAXIMUM,3000,1
FKN00GL2258,MOTOR CYCLE,8,WRONG PARKING,Jeevanbheemanagar,2023-11-14,2024-04-04,MAXIMUM,3000,1
FKN00GL3311,MOTOR CYCLE,8,WRONG PARKING,Rajajinagar,2023-11-10,2024-03-14,MAXIMUM,3000,1
FKN00GL123460,MOTOR CYCLE,8,WRONG PARKING,Shivajinagar,2023-11-12,2024-01-14,MAXIMUM,3000,1
FKN00GL124046,SCOOTER,8,NO PARKING,Upparpet,2023-11-12,2023-12-31,MAXIMUM,3000,1
FKN00GL66555,SCHOOL VEHICLE,8,WRONG PARKING,"Hulimavu, Electronic City",2023-12-03,2024-02-27,MAXIMUM,3000,1
FKN00GL5570,LORRY/GOODS VEHICLE,8,WRONG PARKING,"Hulimavu, Electronic City",2024-02-25,2024-04-07,MAXIMUM,3000,1
FKN00GL17413,CAR,8,WRONG PARKING,"HAL Old Airport, Whitefield",2024-01-08,2024-01-18,MAXIMUM,3000,1
FKN00GL4380,MOTOR CYCLE,8,WRONG PARKING,Vijayanagara,2023-11-29,2024-03-12,MAXIMUM,3000,1
FKN00GL43677,SCOOTER,8,NO PARKING,Vijayanagara,2023-12-16,2024-04-02,MAXIMUM,3000,1
FKN00GL43461,SCOOTER,8,NO PARKING,Pulikeshinagar(F.Town),2023-11-29,2024-03-13,MAXIMUM,3000,1
FKN00GL1752,PASSENGER AUTO,8,NO PARKING,"Shivajinagar, Jeevanbheemanagar, Malleshwaram",2023-11-17,2024-03-30,MAXIMUM,3000,1
FKN00GL144766,LGV,8,WRONG PARKING,"Vijayanagara, Rajajinagar",2023-12-10,2024-01-09,MAXIMUM,3000,1
FKN00GL55338,SCOOTER,8,NO PARKING,Rajajinagar,2023-12-27,2024-04-07,MAXIMUM,3000,1
FKN00GL14517,MOTOR CYCLE,8,NO PARKING,Ashok Nagar,2023-11-21,2024-01-24,MAXIMUM,3000,1
FKN00GL54939,CAR,8,NO PARKING,Malleshwaram,2024-03-01,2024-03-19,MAXIMUM,3000,1
FKN00GL32676,MOTOR CYCLE,8,WRONG PARKING,Shivajinagar,2023-11-11,2024-02-11,MAXIMUM,3000,1
FKN00GL101939,CAR,8,NO PARKING,Magadi Road,2023-11-16,2023-11-16,MAXIMUM,3000,1
FKN00GL122726,GOODS AUTO,8,NO PARKING,Upparpet,2023-11-11,2023-12-31,MAXIMUM,3000,1
FKN00GL67857,PASSENGER AUTO,8,WRONG PARKING,Upparpet,2023-11-12,2024-04-06,MAXIMUM,3000,1
FKN00GL12318,MAXI-CAB,8,NO PARKING,"Hebbala, Upparpet, HAL Old Airport",2023-11-12,2024-03-21,MAXIMUM,3000,1
FKN00GL17369,MOTOR CYCLE,8,WRONG PARKING,HAL Old Airport,2023-12-16,2024-04-06,MAXIMUM,3000,1
FKN00GL4509,MOTOR CYCLE,8,NO PARKING,Vijayanagara,2023-12-19,2024-02-08,MAXIMUM,3000,1
FKN00GL44684,LGV,8,WRONG PARKING,Chamarajpet,2023-11-15,2024-04-02,MAXIMUM,3000,1
FKN00GL17286,SCOOTER,8,NO PARKING,"Vijayanagara, Ashok Nagar",2023-12-21,2024-03-12,MAXIMUM,3000,1
FKN00GL105052,CAR,8,NO PARKING,Malleshwaram,2023-12-16,2024-01-06,MAXIMUM,3000,1
FKN00GL55135,MOTOR CYCLE,8,NO PARKING,Rajajinagar,2023-11-22,2024-02-22,MAXIMUM,3000,1
FKN00GL5490,PASSENGER AUTO,8,WRONG PARKING,Upparpet,2023-11-12,2024-03-31,MAXIMUM,3000,1
FKN00GL54574,CAR,8,NO PARKING,Halasur,2023-11-25,2023-12-29,MAXIMUM,3000,1
FKN00GL79291,MOTOR CYCLE,8,NO PARKING,HAL Old Airport,2023-12-13,2024-03-11,MAXIMUM,3000,1
FKN00GL23155,SCOOTER,8,WRONG PARKING,High ground,2023-12-12,2024-02-06,MAXIMUM,3000,1
FKN00GL3361,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-15,2024-03-28,MAXIMUM,3000,1
FKN00GL69121,GOODS AUTO,8,WRONG PARKING,Upparpet,2023-11-10,2024-04-07,MAXIMUM,3000,1
FKN00GL68113,CAR,8,PARKING IN A MAIN ROAD,"Bellandur, HAL Old Airport",2023-12-13,2024-03-26,MAXIMUM,3000,1
FKN00GL23595,SCOOTER,8,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-11,2024-03-26,MAXIMUM,3000,1
FKN00GL107777,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-14,2024-03-27,MAXIMUM,3000,1
FKN00GL16967,CAR,8,NO PARKING,"HAL Old Airport, Bellandur",2023-12-22,2024-01-13,MAXIMUM,3000,1
FKN00GL45496,CAR,8,NO PARKING,"Chikkajala, Upparpet",2023-11-15,2024-02-25,MAXIMUM,3000,1
FKN00GL17021,SCOOTER,8,NO PARKING,HAL Old Airport,2024-01-02,2024-03-06,MAXIMUM,3000,1
FKN00GL17027,CAR,8,WRONG PARKING,"Malleshwaram, Halasuru Gate",2023-12-06,2024-04-01,MAXIMUM,3000,1
FKN00GL4555,SCOOTER,8,NO PARKING,HAL Old Airport,2023-12-13,2024-03-27,MAXIMUM,3000,1
FKN00GL17057,SCOOTER,8,NO PARKING,HAL Old Airport,2024-01-11,2024-04-02,MAXIMUM,3000,1
FKN00GL105130,SCOOTER,8,NO PARKING,Malleshwaram,2023-12-26,2024-01-03,MAXIMUM,3000,1
FKN00GL23764,CAR,8,NO PARKING,Jeevanbheemanagar,2023-11-18,2024-02-10,MAXIMUM,3000,1
FKN00GL23238,MOTOR CYCLE,8,NO PARKING,Vijayanagara,2023-12-22,2024-03-28,MAXIMUM,3000,1
FKN00GL23403,SCOOTER,8,NO PARKING,Shivajinagar,2024-01-19,2024-02-27,MAXIMUM,3000,1
FKN00GL23470,MAXI-CAB,8,NO PARKING,Bellandur,2024-02-06,2024-02-06,MAXIMUM,3000,1
FKN00GL3258,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-12-01,2024-02-02,MAXIMUM,3000,1
FKN00GL111770,SCOOTER,8,NO PARKING,"Vijayanagara, Rajajinagar",2023-11-15,2023-12-14,MAXIMUM,3000,1
FKN00GL24569,MOTOR CYCLE,8,NO PARKING,Shivajinagar,2023-11-26,2024-04-01,MAXIMUM,3000,1
FKN00GL2461,MOTOR CYCLE,8,NO PARKING,HAL Old Airport,2024-01-16,2024-03-28,MAXIMUM,3000,1
FKN00GL24272,PASSENGER AUTO,8,NO PARKING,Shivajinagar,2023-11-12,2024-03-28,MAXIMUM,3000,1
FKN00GL24291,MOTOR CYCLE,8,NO PARKING,Upparpet,2023-11-21,2024-02-07,MAXIMUM,3000,1
FKN00GL24254,PASSENGER AUTO,8,WRONG PARKING,"Sheshadripuram, Upparpet",2023-11-21,2024-02-03,MAXIMUM,3000,1
FKN00GL100833,MOTOR CYCLE,8,NO PARKING,Shivajinagar,2023-11-18,2024-03-26,MAXIMUM,3000,1
FKN00GL78821,CAR,8,NO PARKING,Pulikeshinagar(F.Town),2024-03-06,2024-03-06,MAXIMUM,3000,1
FKN00GL69935,SCOOTER,8,NO PARKING,Upparpet,2023-12-14,2024-03-11,MAXIMUM,3000,1
FKN00GL69940,SCOOTER,8,NO PARKING,Upparpet,2023-11-18,2024-03-04,MAXIMUM,3000,1
FKN00GL69386,SCOOTER,8,WRONG PARKING,Upparpet,2023-12-15,2024-03-06,MAXIMUM,3000,1
FKN00GL111604,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-11-17,2023-12-24,MAXIMUM,3000,1
FKN00GL2391,SCOOTER,8,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-01,2024-03-15,MAXIMUM,3000,1
FKN00GL32324,PASSENGER AUTO,8,WRONG PARKING,"City Market, Upparpet",2023-11-18,2024-03-30,MAXIMUM,3000,1
FKN00GL3212,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-12-21,2024-03-29,MAXIMUM,3000,1
FKN00GL111310,MOTOR CYCLE,8,NO PARKING,Vijayanagara,2023-11-10,2023-12-21,MAXIMUM,3000,1
FKN00GL47815,SCOOTER,8,WRONG PARKING,Electronic City,2024-02-19,2024-02-19,MAXIMUM,3000,1
FKN00GL31179,SCOOTER,8,WRONG PARKING,High ground,2023-11-17,2023-12-20,MAXIMUM,3000,1
FKN00GL25922,CAR,8,WRONG PARKING,Rajajinagar,2024-01-31,2024-04-07,MAXIMUM,3000,1
FKN00GL25925,SCOOTER,8,NO PARKING,HAL Old Airport,2023-12-13,2024-03-01,MAXIMUM,3000,1
FKN00GL24939,SCOOTER,8,WRONG PARKING,Upparpet,2024-02-07,2024-02-07,MAXIMUM,3000,1
FKN00GL24953,SCOOTER,8,WRONG PARKING,Upparpet,2024-02-07,2024-02-07,MAXIMUM,3000,1
FKN00GL25227,SCOOTER,8,NO PARKING,Shivajinagar,2023-11-17,2024-04-07,MAXIMUM,3000,1
FKN00GL54198,SCOOTER,8,NO PARKING,HAL Old Airport,2024-01-18,2024-02-22,MAXIMUM,3000,1
FKN00GL8446,MOTOR CYCLE,8,WRONG PARKING,Rajajinagar,2024-02-05,2024-04-06,MAXIMUM,3000,1
FKN00GL54046,CAR,8,WRONG PARKING,"Sheshadripuram, Upparpet, Malleshwaram",2023-12-28,2024-02-28,MAXIMUM,3000,1
FKN00GL1055,SCOOTER,8,NO PARKING,HAL Old Airport,2024-02-02,2024-04-01,MAXIMUM,3000,1
FKN00GL16675,SCOOTER,8,WRONG PARKING,Upparpet,2023-11-29,2024-04-03,MAXIMUM,3000,1
FKN00GL4617,MOTOR CYCLE,8,NO PARKING,HAL Old Airport,2023-12-13,2024-03-28,MAXIMUM,3000,1
FKN00GL46186,PRIVATE BUS,8,WRONG PARKING,Rajajinagar,2023-12-10,2024-04-04,MAXIMUM,3000,1
FKN00GL4609,MOTOR CYCLE,8,NO PARKING,Shivajinagar,2024-03-27,2024-04-04,MAXIMUM,3000,1
FKN00GL53378,CAR,8,NO PARKING,Upparpet,2023-11-21,2024-03-09,MAXIMUM,3000,1
FKN00GL9683,SCOOTER,8,WRONG PARKING,City Market,2023-11-23,2024-03-08,MAXIMUM,3000,1
FKN00GL30564,PASSENGER AUTO,8,WRONG PARKING,K.R. Pura,2023-12-05,2024-03-25,MAXIMUM,3000,1
FKN00GL0937,CAR,8,WRONG PARKING,Malleshwaram,2023-11-10,2023-11-29,MAXIMUM,3000,1
FKN00GL7202,SCOOTER,8,NO PARKING,Upparpet,2023-12-26,2024-03-11,MAXIMUM,3000,1
FKN00GL118445,CAR,8,WRONG PARKING,Upparpet,2023-11-11,2024-01-11,MAXIMUM,3000,1
FKN00GL11793,PASSENGER AUTO,8,WRONG PARKING,"City Market, Shivajinagar, Chamarajpet",2023-11-22,2024-04-01,MAXIMUM,3000,1
FKN00GL10017,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-21,2024-03-02,MAXIMUM,3000,1
FKN00GL25469,SCOOTER,8,NO PARKING,HAL Old Airport,2023-11-14,2024-02-05,MAXIMUM,3000,1
FKN00GL4787,SCOOTER,8,NO PARKING,"Shivajinagar, HAL Old Airport",2024-01-24,2024-03-29,MAXIMUM,3000,1
FKN00GL47778,SCOOTER,8,NO PARKING,Shivajinagar,2024-02-19,2024-03-28,MAXIMUM,3000,1
FKN00GL10544,LGV,8,WRONG PARKING,HSR Layout,2024-01-27,2024-04-05,MAXIMUM,3000,1
FKN00GL16010,HGV,8,NO PARKING,Upparpet,2023-12-11,2024-03-24,MAXIMUM,3000,1
FKN00GL160383,SCOOTER,8,WRONG PARKING,High ground,2023-12-19,2023-12-29,MAXIMUM,3000,1
FKN00GL48854,SCOOTER,8,WRONG PARKING,Malleshwaram,2023-11-27,2024-02-19,MAXIMUM,3000,1
FKN00GL48723,PASSENGER AUTO,8,WRONG PARKING,"Malleshwaram, Shivajinagar, Chamarajpet",2023-11-10,2024-04-03,MAXIMUM,3000,1
FKN00GL47814,MOTOR CYCLE,8,WRONG PARKING,Electronic City,2024-02-19,2024-02-19,MAXIMUM,3000,1
FKN00GL7299,LGV,8,NO PARKING,Upparpet,2023-11-14,2024-04-04,MAXIMUM,3000,1
FKN00GL11637,SCOOTER,8,WRONG PARKING,HAL Old Airport,2023-11-15,2024-03-06,MAXIMUM,3000,1
FKN00GL0962,MOTOR CYCLE,8,NO PARKING,HAL Old Airport,2023-11-21,2024-03-27,MAXIMUM,3000,1
FKN00GL15100,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-12-22,2024-04-04,MAXIMUM,3000,1
FKN00GL49739,SCOOTER,8,NO PARKING,Shivajinagar,2023-11-11,2024-02-20,MAXIMUM,3000,1
FKN00GL49617,CAR,8,NO PARKING,"Adugodi, City Market",2023-11-16,2024-02-27,MAXIMUM,3000,1
FKN00GL49709,SCOOTER,8,NO PARKING,HAL Old Airport,2024-02-20,2024-02-22,MAXIMUM,3000,1
FKN00GL48969,CAR,8,NO PARKING,Upparpet,2023-12-19,2024-02-19,MAXIMUM,3000,1
FKN00GL106168,CAR,8,NO PARKING,Upparpet,2023-12-03,2024-01-16,MAXIMUM,3000,1
FKN00GL15209,SCOOTER,8,NO PARKING,"High ground, Malleshwaram",2023-11-24,2024-03-24,MAXIMUM,3000,1
FKN00GL15216,SCOOTER,8,WRONG PARKING,High ground,2023-12-02,2024-01-23,MAXIMUM,3000,1
FKN00GL5178,LGV,8,NO PARKING,J.P. Nagar,2023-12-09,2024-02-19,MAXIMUM,3000,1
FKN00GL30470,PASSENGER AUTO,8,NO PARKING,"Halasur, Shivajinagar, Jeevanbheemanagar",2023-11-15,2024-03-21,MAXIMUM,3000,1
FKN00GL2631,CAR,8,NO PARKING,"Halasur, R.T. Nagar",2024-01-24,2024-04-07,MAXIMUM,3000,1
FKN00GL0673,GOODS AUTO,8,NO PARKING,"Chamarajpet, City Market, Upparpet",2023-12-01,2024-03-14,MAXIMUM,3000,1
FKN00GL9775,CAR,8,WRONG PARKING,Rajajinagar,2023-12-06,2024-01-30,MAXIMUM,3000,1
FKN00GL77238,CAR,8,WRONG PARKING,Upparpet,2023-11-18,2024-03-21,MAXIMUM,3000,1
FKN00GL9929,SCOOTER,8,WRONG PARKING,Vijayanagara,2023-12-24,2024-03-12,MAXIMUM,3000,1
FKN00GL11305,MOTOR CYCLE,8,WRONG PARKING,"K.R. Pura, HAL Old Airport",2023-12-02,2024-03-26,MAXIMUM,3000,1
FKN00GL114033,CAR,8,NO PARKING,Upparpet,2023-11-16,2023-12-30,MAXIMUM,3000,1
FKN00GL114087,MAXI-CAB,8,WRONG PARKING,"Shivajinagar, High ground",2023-11-20,2023-12-14,MAXIMUM,3000,1
FKN00GL11416,CAR,8,WRONG PARKING,"Rajajinagar, Vijayanagara",2023-12-23,2024-02-26,MAXIMUM,3000,1
FKN00GL113909,SCOOTER,8,WRONG PARKING,Shivajinagar,2023-11-21,2024-01-09,MAXIMUM,3000,1
FKN00GL76219,MAXI-CAB,8,WRONG PARKING,Rajajinagar,2023-11-18,2024-04-07,MAXIMUM,3000,1
FKN00GL76243,CAR,8,WRONG PARKING,Rajajinagar,2023-11-18,2024-03-25,MAXIMUM,3000,1
FKN00GL76244,MAXI-CAB,8,WRONG PARKING,Rajajinagar,2024-01-05,2024-03-20,MAXIMUM,3000,1
FKN00GL28078,FACTORY BUS,8,PARKING IN A MAIN ROAD,HAL Old Airport,2023-11-22,2024-02-23,MAXIMUM,3000,1
FKN00GL75024,CAR,8,NO PARKING,Whitefield,2023-11-14,2024-02-03,MAXIMUM,3000,1
FKN00GL29749,CAR,8,NO PARKING,"Malleshwaram, Kodigehalli, Shivajinagar",2023-12-05,2024-02-17,MAXIMUM,3000,1
FKN00GL2716,SCOOTER,8,WRONG PARKING,HAL Old Airport,2024-01-01,2024-02-23,MAXIMUM,3000,1
FKN00GL2963,SCHOOL VEHICLE,8,WRONG PARKING,"Electronic City, Hulimavu",2024-03-14,2024-03-18,MAXIMUM,3000,1
FKN00GL2938,CAR,8,WRONG PARKING,"Electronic City, Hulimavu",2024-03-08,2024-04-02,MAXIMUM,3000,1
FKN00GL27772,PASSENGER AUTO,8,NO PARKING,Shivajinagar,2023-12-11,2024-03-27,MAXIMUM,3000,1
FKN00GL27775,MOTOR CYCLE,8,NO PARKING,Vijayanagara,2024-01-07,2024-03-03,MAXIMUM,3000,1
FKN00GL0356,SCOOTER,8,NO PARKING,Upparpet,2023-12-02,2024-04-03,MAXIMUM,3000,1
